0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
ID,送礼UID,送礼人,家族ID,收礼UID,收礼人,家族ID,礼物ID,礼物名,礼物数量,金币,星光值,送礼时间,场景,对应ID
1449102536,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524099209120,𝑪𝒐𝑪𝒑𝒕⭐𝑩𝒆𝒍𝒍𝒆⭐🦋𝑺𝒏𝑬🇵🇭,1799644,2047,"幸运金币Lucky Coin",2,10,6,"2022-06-10 07:38:36",KTV,1996335
1449102360,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524099209120,𝑪𝒐𝑪𝒑𝒕⭐𝑩𝒆𝒍𝒍𝒆⭐🦋𝑺𝒏𝑬🇵🇭,1799644,1527,鱼Fish,1,9,9,"2022-06-10 07:38:27",KTV,1996335
1448282384,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,2533274795676550,🎼JCAT🎤🆂🅼🅻🅿️🆅,175033,12,玫瑰Rose,1,3,3,"2022-06-09 16:46:45",作品,2533274842911226
1447990987,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,562949959545089,prettymigzbaby,592951,2047,"幸运金币Lucky Coin",4,20,12,"2022-06-09 13:35:54",KTV,81936
1447876657,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1945,"Magic hat魔术帽",4,12,12,"2022-06-09 12:25:00",KTV,781658
1447876528,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1945,"Magic hat魔术帽",5,15,15,"2022-06-09 12:24:55",KTV,781658
1447876430,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1945,"Magic hat魔术帽",4,12,12,"2022-06-09 12:24:50",KTV,781658
1447876323,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1945,"Magic hat魔术帽",5,15,15,"2022-06-09 12:24:46",KTV,781658
1447876225,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1945,"Magic hat魔术帽",7,21,21,"2022-06-09 12:24:41",KTV,781658
1447876080,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1945,"Magic hat魔术帽",8,24,24,"2022-06-09 12:24:35",KTV,781658
1446621338,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,562949959488147,🎸BossElvie🎸,1492401,1468,"音乐盒Music box",1,18,18,"2022-06-08 15:09:52",KTV,354775
1446614739,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,562949956863418,🎵🇵🇭🄾🄵🅆-🄺🎧𝔻𝕁_𝔹𝕠𝕣𝕣𝕚𝕫🇸🇦,272612,2012,"冰棒Ice Lolly",1,12,12,"2022-06-08 15:05:37",KTV,354775
1446601777,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,562949959488147,🎸BossElvie🎸,1492401,879,直播couple,1,9,9,"2022-06-08 14:57:34",KTV,354775
1446595621,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874421770670,🇵🇭🄾🄵🅆-🄺🎧🅳︎🅹︎🄿🄰🄿🄴»乃🇸🇦,272612,1468,"音乐盒Music box",1,18,18,"2022-06-08 14:54:01",KTV,354775
1446591813,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049115631252,🎼🎸ꏳꍏᖘ꓄ꍏꀤꈤꪑꪖ𝘳ꪗ🎸🎼,1492401,2048,"幸运礼盒Lucky Box",1,10,3,"2022-06-08 14:51:39",KTV,354775
1446578548,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3640408833,🔥©apt_KANSER_GAMER❄️,197701,1468,"音乐盒Music box",1,18,18,"2022-06-08 14:43:51",KTV,1089003
1446577800,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3640408833,🔥©apt_KANSER_GAMER❄️,197701,2048,"幸运礼盒Lucky Box",1,10,3,"2022-06-08 14:43:27",KTV,1089003
1446414274,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-08 12:58:41",KTV,1932258
1446412250,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1688849860443203,".""🌸""🅰︎🅽🅶🅸🅴""🌸"".",1692840,2075,"糖果机Candy Machine",1,66,66,"2022-06-08 12:57:20",KTV,1932258
1446411899,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1688849860443203,".""🌸""🅰︎🅽🅶🅸🅴""🌸"".",1692840,2048,"幸运礼盒Lucky Box",5,50,15,"2022-06-08 12:57:07",KTV,1932258
1446411672,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1688849860443203,".""🌸""🅰︎🅽🅶🅸🅴""🌸"".",1692840,2047,"幸运金币Lucky Coin",5,25,15,"2022-06-08 12:56:59",KTV,1932258
1446411319,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1688849860443203,".""🌸""🅰︎🅽🅶🅸🅴""🌸"".",1692840,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-08 12:56:46",KTV,1932258
1446410832,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1688849860443203,".""🌸""🅰︎🅽🅶🅸🅴""🌸"".",1692840,2048,"幸运礼盒Lucky Box",6,60,18,"2022-06-08 12:56:27",KTV,1932258
1446410523,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1688849860443203,".""🌸""🅰︎🅽🅶🅸🅴""🌸"".",1692840,2049,"招财猫Beckoning Cat",1,50,15,"2022-06-08 12:56:16",KTV,1932258
1446410105,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1688849860443203,".""🌸""🅰︎🅽🅶🅸🅴""🌸"".",1692840,2048,"幸运礼盒Lucky Box",6,60,18,"2022-06-08 12:56:01",KTV,1932258
1446409736,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1688849860443203,".""🌸""🅰︎🅽🅶🅸🅴""🌸"".",1692840,168,钻石Diamond,1,198,198,"2022-06-08 12:55:48",KTV,1932258
1446407495,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-08 12:54:23",KTV,1932258
1446405577,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,938,"板球女孩Cricket Girl",1,399,399,"2022-06-08 12:53:12",KTV,1932258
1446404103,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-08 12:52:16",KTV,1932258
1446402997,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,2012,"冰棒Ice Lolly",1,12,12,"2022-06-08 12:51:38",KTV,1932258
1446402661,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,2047,"幸运金币Lucky Coin",7,35,21,"2022-06-08 12:51:26",KTV,1932258
1446391634,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",2,6,6,"2022-06-08 12:45:00",KTV,1932258
1446391517,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",7,21,21,"2022-06-08 12:44:56",KTV,1932258
1446391348,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",4,12,12,"2022-06-08 12:44:51",KTV,1932258
1446391172,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",5,15,15,"2022-06-08 12:44:45",KTV,1932258
1446390938,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-08 12:44:37",KTV,1932258
1446390113,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-08 12:44:10",KTV,1932258
1446389697,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",4,12,12,"2022-06-08 12:43:52",KTV,1932258
1446389518,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",8,24,24,"2022-06-08 12:43:46",KTV,1932258
1446389165,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-08 12:43:31",KTV,1932258
1446388503,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",11,33,33,"2022-06-08 12:43:04",KTV,1932258
1446388286,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",8,24,24,"2022-06-08 12:42:56",KTV,1932258
1446387975,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",11,33,33,"2022-06-08 12:42:45",KTV,1932258
1446387763,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",13,39,39,"2022-06-08 12:42:39",KTV,1932258
1446385309,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-08 12:41:13",KTV,1932258
1446383900,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1802,"新年烟花New Year Fireworks",1,999,999,"2022-06-08 12:40:14",KTV,1932258
1446382279,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1945,"Magic hat魔术帽",6,18,18,"2022-06-08 12:39:14",KTV,1932258
1446381937,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,12,玫瑰Rose,4,12,12,"2022-06-08 12:39:01",KTV,1932258
1446381586,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1945,"Magic hat魔术帽",20,60,60,"2022-06-08 12:38:45",KTV,1932258
1446381398,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1945,"Magic hat魔术帽",12,36,36,"2022-06-08 12:38:36",KTV,1932258
1446381233,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1945,"Magic hat魔术帽",16,48,48,"2022-06-08 12:38:30",KTV,1932258
1446381064,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1945,"Magic hat魔术帽",21,63,63,"2022-06-08 12:38:23",KTV,1932258
1446380838,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1945,"Magic hat魔术帽",26,78,78,"2022-06-08 12:38:15",KTV,1932258
1446380576,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1945,"Magic hat魔术帽",30,90,90,"2022-06-08 12:38:05",KTV,1932258
1446380334,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,1945,"Magic hat魔术帽",45,135,135,"2022-06-08 12:37:54",KTV,1932258
1446338637,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",27,81,81,"2022-06-08 12:07:23",KTV,781658
1446338442,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",51,153,153,"2022-06-08 12:07:13",KTV,781658
1446338159,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",93,279,279,"2022-06-08 12:07:00",KTV,781658
1446337445,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-08 12:06:29",KTV,781658
1446337243,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",28,84,84,"2022-06-08 12:06:20",KTV,781658
1446336817,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",34,102,102,"2022-06-08 12:06:04",KTV,781658
1446336454,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",15,45,45,"2022-06-08 12:05:49",KTV,781658
1446336259,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",32,96,96,"2022-06-08 12:05:40",KTV,781658
1446336004,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1945,"Magic hat魔术帽",39,117,117,"2022-06-08 12:05:26",KTV,781658
1446335566,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2079,旋转木马Merry-go-round,1,666,666,"2022-06-08 12:05:08",KTV,781658
1446335221,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1949,Clown小丑,19,342,342,"2022-06-08 12:04:51",KTV,781658
1446335034,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1949,Clown小丑,58,1044,1044,"2022-06-08 12:04:43",KTV,781658
1446256118,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,1527,鱼Fish,1,9,9,"2022-06-08 10:52:35",KTV,1014945
1446247085,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,2005,"金气球Gold Balloon",1,3,3,"2022-06-08 10:44:05",KTV,1014945
1446246978,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,2071,"小熊玩偶Bear Doll",1,6,6,"2022-06-08 10:43:58",KTV,1014945
1446246821,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,2047,"幸运金币Lucky Coin",2,10,6,"2022-06-08 10:43:49",KTV,1014945
1446238059,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,2049,"招财猫Beckoning Cat",1,50,15,"2022-06-08 10:34:41",KTV,1014945
1446237964,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,2071,"小熊玩偶Bear Doll",1,6,6,"2022-06-08 10:34:34",KTV,1014945
1446237784,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,2048,"幸运礼盒Lucky Box",5,50,15,"2022-06-08 10:34:21",KTV,1014945
1446231810,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2075,"糖果机Candy Machine",1,66,66,"2022-06-08 10:28:33",KTV,1014945
1446231348,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2005,"金气球Gold Balloon",1,3,3,"2022-06-08 10:28:09",KTV,1014945
1446231248,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2048,"幸运礼盒Lucky Box",5,50,15,"2022-06-08 10:28:04",KTV,1014945
1446231165,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2047,"幸运金币Lucky Coin",6,30,18,"2022-06-08 10:27:59",KTV,1014945
1446225247,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-08 10:22:20",KTV,1014945
1446223629,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2047,"幸运金币Lucky Coin",9,45,27,"2022-06-08 10:20:47",KTV,1014945
1446223451,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,646,王冠Crown,1,9,9,"2022-06-08 10:20:38",KTV,1014945
1446223400,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,252,比心Heart,1,3,3,"2022-06-08 10:20:35",KTV,1014945
1446223086,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2071,"小熊玩偶Bear Doll",1,6,6,"2022-06-08 10:20:13",KTV,1014945
1446222988,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2048,"幸运礼盒Lucky Box",5,50,15,"2022-06-08 10:20:07",KTV,1014945
1446222394,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2005,"金气球Gold Balloon",1,3,3,"2022-06-08 10:19:26",KTV,1014945
1446222362,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,879,直播couple,1,9,9,"2022-06-08 10:19:24",KTV,1014945
1446222179,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,2047,"幸运金币Lucky Coin",10,50,30,"2022-06-08 10:19:11",KTV,1014945
1446215913,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099163263629,🐻JHANE🌈🌻TADHANA,1692840,608,"芒果汁Mango Juice",1,3,3,"2022-06-08 10:13:06",KTV,1014945
1445456515,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,6755399446835389,ᕵᗩᖇSᒪᘿᖻ,961281,1996,Cheers干杯,1,9,9,"2022-06-07 19:53:16",作品,6755399472372117
1445456455,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,6755399446835389,ᕵᗩᖇSᒪᘿᖻ,961281,879,直播couple,1,9,9,"2022-06-07 19:53:10",作品,6755399472372117
1445442706,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,646,王冠Crown,1,9,9,"2022-06-07 19:31:11",作品,7036874472988536
1445442665,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,252,比心Heart,1,3,3,"2022-06-07 19:31:07",作品,7036874472988536
1445442547,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,879,直播couple,1,9,9,"2022-06-07 19:30:56",作品,7036874472988536
1445440524,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-07 19:27:39",作品,7036874472989729
1444954579,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-07 12:36:37",KTV,781658
1444953658,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-07 12:35:55",KTV,781658
1444662643,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049116676229,🎶ᵗʳᵃᵖᵖ☄️🌠Athan🌠☄️🎶,823188,2085,"摩天轮Ferris Wheel",1,300,300,"2022-06-07 08:02:02",直播,301676914
1444658597,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049116676229,🎶ᵗʳᵃᵖᵖ☄️🌠Athan🌠☄️🎶,823188,2085,"摩天轮Ferris Wheel",1,300,300,"2022-06-07 07:58:25",直播,301676914
1444654255,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049116676229,🎶ᵗʳᵃᵖᵖ☄️🌠Athan🌠☄️🎶,823188,2047,"幸运金币Lucky Coin",3,15,9,"2022-06-07 07:54:12",直播,301676914
1444654059,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049116676229,🎶ᵗʳᵃᵖᵖ☄️🌠Athan🌠☄️🎶,823188,2077,耳机Earphone,1,99,99,"2022-06-07 07:54:01",直播,301676914
1444653594,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049116676229,🎶ᵗʳᵃᵖᵖ☄️🌠Athan🌠☄️🎶,823188,2085,"摩天轮Ferris Wheel",1,300,300,"2022-06-07 07:53:32",直播,301676914
1444639772,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524097850656,❤️julie💫love❤️,1891940,2071,"小熊玩偶Bear Doll",1,6,6,"2022-06-07 07:39:41",KTV,1908755
1444639596,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524097850656,❤️julie💫love❤️,1891940,2047,"幸运金币Lucky Coin",5,25,15,"2022-06-07 07:39:32",KTV,1908755
1444632175,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7318349398033130,❤️αί💫ʆεεη❤️,1891940,879,直播couple,1,9,9,"2022-06-07 07:31:44",KTV,1908755
1444631430,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7318349398033130,❤️αί💫ʆεεη❤️,1891940,2047,"幸运金币Lucky Coin",3,15,9,"2022-06-07 07:30:55",KTV,1908755
1444626856,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,844424935946641,❤❤love21❤❤,1598943,2047,"幸运金币Lucky Coin",4,20,12,"2022-06-07 07:26:46",KTV,1908755
1444623542,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898980512784,AnalynKuyan,1770121,646,王冠Crown,1,9,9,"2022-06-07 07:23:17",KTV,1908755
1444623484,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898980512784,AnalynKuyan,1770121,252,比心Heart,1,3,3,"2022-06-07 07:23:14",KTV,1908755
1444623187,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898980512784,AnalynKuyan,1770121,879,直播couple,1,9,9,"2022-06-07 07:22:57",KTV,1908755
1444623086,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898980512784,AnalynKuyan,1770121,1996,Cheers干杯,1,9,9,"2022-06-07 07:22:52",KTV,1908755
1444619545,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,2533274793520657,JershanorSiabotAlvio,482221,2047,"幸运金币Lucky Coin",2,10,6,"2022-06-07 07:19:40",KTV,1908755
1444616829,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,2533274793520657,JershanorSiabotAlvio,482221,2071,"小熊玩偶Bear Doll",1,6,6,"2022-06-07 07:16:55",KTV,1908755
1444616523,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,2533274793520657,JershanorSiabotAlvio,482221,2047,"幸运金币Lucky Coin",5,25,15,"2022-06-07 07:16:37",KTV,1908755
1444590172,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-07 06:52:24",作品,7036874472979397
1444585025,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-07 06:46:51",作品,7036874472982179
1444200937,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,646,王冠Crown,1,9,9,"2022-06-07 00:49:40",作品,7036874472978056
1444200884,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,252,比心Heart,1,3,3,"2022-06-07 00:49:37",作品,7036874472978056
1444200531,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,879,直播couple,1,9,9,"2022-06-07 00:49:15",作品,7036874472978056
1443758577,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1970324841447687,ONs☘️BoSs🔥ySSATruly,1262159,2047,"幸运金币Lucky Coin",2,10,6,"2022-06-06 15:23:06",KTV,853309
1443754326,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574143287260,🌷🅾️NS🌷C0Cap🌷LadyJh0🌷,1262159,2047,"幸运金币Lucky Coin",7,35,21,"2022-06-06 15:20:11",KTV,853309
1443753996,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574143287260,🌷🅾️NS🌷C0Cap🌷LadyJh0🌷,1262159,2047,"幸运金币Lucky Coin",7,35,21,"2022-06-06 15:20:00",KTV,853309
1443753820,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574143287260,🌷🅾️NS🌷C0Cap🌷LadyJh0🌷,1262159,2047,"幸运金币Lucky Coin",5,25,15,"2022-06-06 15:19:52",KTV,853309
1443751037,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-06 15:18:12",KTV,853309
1443750478,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-06 15:17:49",KTV,853309
